Year,Region,Source_File,Kecamatan,Puskesmas,Latitude,Longitude,Week,Cases,NDVI,Cloud_Cover,Humidity,Precipitation_Total,Temperature_Min,Temperature_Max,Temperature_Avg,Pressure,Wind_Speed,Wind_Direction
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,1,13,0.0231,70.42857143,62,301.37,24.25,32.76,26.85214286,1006.857143,3.938571429,192.1428571
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,2,7,,91.57142857,65.71428571,194.49,23.64,31.01,26.41964286,1007.571429,4.587142857,247.8571429
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,3,7,0.0224,76.71428571,60.85714286,191.68,24.12,31.68,26.93214286,1008,3.44,197.7142857
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,4,5,,81.85714286,67.14285714,143.37,23.57,31.7,26.32785714,1008,4.734285714,249.2857143
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,5,2,0.0213,90.57142857,65.42857143,275.78,23.85,31.38,26.54964286,1008.571429,4.018571429,238.4285714
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,6,1,,68.28571429,71.42857143,131.91,23.94,31.24,26.10642857,1008.571429,4.778571429,238.5714286
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,7,4,0.0211,52.42857143,65.28571429,126.75,23.66,32.27,26.63285714,1009.428571,4.175714286,206.7142857
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,8,1,,83.14285714,70.14285714,44.91,23.04,31.82,25.99571429,1008,4.345714286,220.7142857
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,9,3,0.02,63.14285714,59,70.85,24.3,32.79,27.03392857,1010.142857,3.905714286,222.8571429
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,10,1,,44.57142857,68.71428571,71,22,31.03,26.2425,1009.714286,4.61,183
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,11,5,,46.14285714,73.14285714,50.73,23,33,26.08178571,1009.142857,4.784285714,245.4285714
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,12,7,0.0189,81,63.28571429,51.23,24.31,30.95,26.73071429,1007.571429,4.392857143,228.7142857
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,13,4,,77.85714286,67.42857143,85.8,23.93,31.84,26.59392857,1006.428571,3.662857143,195.7142857
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,14,4,0.0189,70.57142857,65.71428571,114.1,23.99,31.06,26.49392857,1007.571429,3.624285714,199.4285714
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,15,9,,42,63.85714286,19.95,23.75,31.09,26.55857143,1010.428571,4.177142857,182.5714286
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,16,0,0.0187,42.28571429,59.85714286,1.71,22.68,30.49,25.84571429,1010.571429,5.231428571,154.1428571
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,17,2,,45.14285714,63.71428571,1.24,23.48,30.86,26.31928571,1010.142857,4.957142857,157.7142857
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,18,1,,65.42857143,61.57142857,38.59,23.96,32.15,26.81892857,1008.142857,4.921428571,159.8571429
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,19,1,0.0187,52.42857143,60.71428571,1.16,22.36,31.28,26.34535714,1007.857143,6.542857143,143
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,20,0,,70.14285714,67.71428571,3.19,23.83,29.87,26.12392857,1009.142857,5.388571429,154.2857143
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,21,0,0.0202,71.57142857,64.85714286,2.91,13.89,31.81,24.5925,992.2857143,4.592857143,146
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,22,5,,63.85714286,65.85714286,0.9,12.78,31.2,18.98357143,957,4.258571429,155.2857143
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,23,3,0.0192,40.28571429,64.71428571,9.36,12.22,30.26,18.82214286,975.2857143,4.424285714,163.8571429
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,24,11,,72.71428571,67.57142857,76.84,12.22,31.3,19.31214286,940.8571429,4.24,150.4285714
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,25,1,0.0199,66,70.85714286,115.99,12.78,30.05,17.64035714,923.7142857,4.305714286,166.1428571
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,26,10,,57.42857143,65.71428571,7.81,12,30.01,17.73035714,958.1428571,5.015714286,145.5714286
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,27,2,,61.71428571,63,3.6,9.78,29.81,17.1975,1009.571429,5.411428571,144.4285714
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,28,1,0.0186,73.14285714,60.42857143,1.2,12,31.74,19.07535714,1010.285714,6.011428571,139.5714286
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,29,4,,36.85714286,61.42857143,1.21,22.69,31.63,25.46321429,1010.714286,6.171428571,149.4285714
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,30,0,0.0194,53.42857143,62.28571429,3.52,20.13,29.54,25.01285714,1011.714286,6.174285714,150.4285714
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,31,3,,64.42857143,66.57142857,3.72,23.11,31.44,25.53214286,1012,6.131428571,148.5714286
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,32,6,0.0197,49,65,1.46,22.09,29.92,25.36214286,1011.142857,6.89,147.1428571
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,33,0,,42.42857143,63,1.27,22.81,31.56,25.20928571,1010.571429,6.577142857,153.5714286
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,34,0,,72,60.14285714,0.56,21.55,29.46,24.60892857,1011.285714,6.435714286,154.7142857
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,35,1,0.0177,77,59.71428571,0.72,23.01,29.61,25.29714286,1010.714286,6.594285714,155.4285714
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,36,11,,69.71428571,62.85714286,7.05,22.37,30.54,25.37785714,1010.857143,6.99,153.4285714
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,37,6,0.0192,72.71428571,68.57142857,30.73,22.97,30.43,25.64107143,1009.714286,5.948571429,153
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,38,6,,74.42857143,61.85714286,17.2,23.24,31.99,25.96392857,1010,6.067142857,149
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,39,12,0.0186,87.28571429,63.14285714,2.94,12,30.23,22.70964286,1009.714286,6.181428571,155.8571429
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,40,5,,78,63.85714286,3.91,13.67,30.14,22.655,1009.857143,5.511428571,169.1428571
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,41,0,0.0177,82.42857143,58.42857143,0.35,13.11,30.1,23.43178571,1009.285714,5.897142857,168.1428571
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,42,5,,82.42857143,62.71428571,41.66,13.67,33.35,22.92607143,1010.857143,5.222857143,177
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,43,7,,77.14285714,66.85714286,37.86,24.44,30.92,26.71857143,1010.285714,5.195714286,164.8571429
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,44,12,0.0195,83.85714286,69.14285714,125.97,17,32.29,25.89321429,1008.714286,4.255714286,162.5714286
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,45,14,,99.42857143,70.71428571,261.14,14.78,30.75,25.08714286,1008.428571,3.807142857,232.8571429
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,46,7,0.02,92.85714286,71.28571429,147.3,15.34,30.63,21.845,1007.714286,2.944285714,158.8571429
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,47,23,,75.42857143,69.57142857,111.33,16.45,30.27,24.37928571,1007.857143,4.038571429,233
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,48,0,0.0192,85,70.42857143,89.58,17,30.28,25.89107143,1009,4.508571429,248.7142857
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,49,12,,80.14285714,71.71428571,79.92,17,31.78,22.72214286,1009.571429,3.717142857,201.2857143
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,50,13,,75,67,87.11,15.34,30.69,21.18678571,1008.428571,3.928571429,216.4285714
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,51,0,0.0201,88.42857143,70.14285714,63.86,16.45,31.36,25.00785714,1009.857143,3.177142857,183
2021,KAB BANTUL,Laporan-Analisa-SKDR_bambang-lipuro.xlsx,bambang lipuro,PKM. BAMBANG LIPURO,-7.9218427,110.3108869,52,0,0.0201,63.28571429,63.28571429,51.05,15.34,30.92,23.15107143,1010,4.39,228.4285714
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,1,0,0.0202,68.14285714,60,197.98,23.08,32.97,26.26892857,1007,3.467142857,182.4285714
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,2,0,,93.71428571,62.42857143,190.07,22.74,31.76,25.9375,1007.571429,4.328571429,236.4285714
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,3,0,0.0159,81.28571429,58.42857143,188.62,23.23,31.99,26.3225,1008,2.812857143,180.4285714
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,4,1,,79.57142857,64.28571429,118.1,22.82,32.33,25.73035714,1008,3.225714286,201.4285714
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,5,0,0.0198,91.14285714,63.42857143,204.26,22.73,31.79,25.9775,1009,3.208571429,231.8571429
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,6,0,,76.71428571,71,111.67,22.98,31.2,25.41107143,1008.571429,4.178571429,230.5714286
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,7,0,0.0177,47.42857143,64.28571429,119.44,22.64,32.7,26.0275,1009.428571,3.31,176.7142857
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,8,0,,88,66.57142857,45.85,22.59,33.19,25.43964286,1008.142857,3.884285714,208.4285714
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,9,0,0.0161,64.28571429,54.28571429,58.81,23.39,33.68,26.61071429,1010.142857,3.794285714,214.7142857
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,10,0,,47,67.85714286,50.97,22,31.67,25.86392857,1009.714286,4.265714286,158.1428571
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,11,0,,44.42857143,72.28571429,68.98,22.95,33,25.66392857,1009.142857,4.802857143,243.8571429
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,12,0,0.0162,81.71428571,56.14285714,73.7,23.33,32.5,26.25535714,1007.428571,4.628571429,221.5714286
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,13,0,,78.14285714,63.14285714,63.84,22.93,32.3,25.98,1006.428571,3.134285714,187.8571429
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,14,0,0.0164,69.57142857,62.42857143,117.45,23.29,32.13,25.90357143,1007.714286,2.73,197.2857143
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,15,0,,42.71428571,58.14285714,32.79,22.66,31.92,25.96428571,1010.428571,3.54,184.1428571
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,16,0,0.0169,39.71428571,54.85714286,0.22,21.59,31.2,25.13785714,1010.571429,4.564285714,166.8571429
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,17,0,,43.28571429,58.71428571,0.54,22.12,31.47,25.67178571,1010.142857,3.737142857,162.5714286
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,18,0,,66.71428571,55.42857143,55.26,22.65,32.85,26.3,1008,3.657142857,154.5714286
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,19,0,0.0163,49.85714286,53.85714286,0.51,21.56,32.5,25.73357143,1007.857143,4.5,164.5714286
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,20,0,,71.42857143,61,2.44,22.68,31.2,25.5375,1009,4.475714286,166.2857143
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,21,0,0.0179,75.14285714,60.28571429,1.8,13.89,32.43,24.19214286,992.5714286,3.357142857,142.7142857
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,22,0,,62.14285714,59.71428571,0.9,12.78,32.21,19.12,957,3.225714286,151.7142857
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,23,2,0.0179,39.42857143,58.71428571,15.57,12.22,31.35,18.95892857,975.2857143,3.501428571,184
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,24,0,,71,63.42857143,37.54,12.22,31.89,19.21964286,940.8571429,2.877142857,137.8571429
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,25,1,0.0168,61.85714286,67,104.55,12.78,30.32,17.29428571,906.4285714,2.855714286,171.1428571
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,26,1,,58.42857143,61.42857143,7.15,11.42,30.43,17.455,958.1428571,3.211428571,148.8571429
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,27,0,,58.28571429,57.57142857,6.61,9.2,30.48,16.69357143,1009.571429,4.138571429,154.1428571
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,28,0,0.0156,75.57142857,55.57142857,0.1,11.42,32.15,18.345,1010.285714,5.058571429,147.4285714
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,29,0,,34.14285714,54.57142857,0.3,21.48,32.85,24.94964286,1010.428571,4.911428571,164
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,30,0,0.016,49.71428571,55.85714286,0,19.29,31.28,24.37428571,1011.571429,5.041428571,169.5714286
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,31,0,,65.57142857,61.14285714,1.65,22.06,32.97,24.92678571,1012,3.985714286,143.1428571
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,32,0,0.0165,47.71428571,55.85714286,1.29,20.88,31.6,24.95857143,1011,5.305714286,164.7142857
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,33,0,,49.28571429,54.42857143,1.28,21.66,33.39,24.81964286,1010.571429,5.008571429,170.4285714
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,34,0,,74.42857143,53,0.81,20.62,31.55,24.09142857,1011,5.707142857,168.2857143
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,35,0,0.0152,74.71428571,51,1.99,21.63,31.86,24.91642857,1010.142857,5.601428571,170.7142857
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,36,0,,73.28571429,54.28571429,10.09,21.09,33,25.02714286,1010.571429,5.591428571,170.5714286
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,37,0,0.016,75.14285714,59.42857143,27.1,22.33,32.5,25.45107143,1009.571429,4.418571429,180.7142857
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,38,0,,74.71428571,51.42857143,12.64,22.17,33.28,25.84464286,1009.571429,4.718571429,164.1428571
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,39,1,0.015,86.14285714,57.28571429,9.18,11.42,32.34,22.43464286,1009.571429,4.977142857,177.4285714
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,40,1,,77.85714286,58.57142857,1.14,13.09,32.3,22.24964286,1009.428571,5.022857143,189.5714286
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,41,0,0.0144,80.28571429,50,0.15,12.53,32.43,23.05964286,1008.714286,5.567142857,185.8571429
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,42,1,,81.57142857,53.85714286,50.97,13.09,34.78,22.68142857,1010.571429,4.572857143,169.7142857
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,43,0,,77.42857143,61.42857143,51.24,23.48,32.84,26.30892857,1010.142857,4.314285714,182.7142857
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,44,0,0.0121,85,64.42857143,122.79,16.42,33.07,25.37071429,1008.714286,3.082857143,180.7142857
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,45,0,,99.57142857,68.14285714,189.6,14.2,31.62,24.42892857,1008.428571,3.357142857,235
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,46,1,0.0175,94.71428571,68.85714286,149.93,14.76,31.47,21.28785714,1008.285714,2.631428571,164
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,47,7,,77.57142857,65.14285714,97.02,15.87,31.31,23.8775,1007.714286,3.642857143,221.1428571
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,48,8,0.0179,84.42857143,65.85714286,93.63,16.42,31.63,25.28607143,1008.857143,4.372857143,242.7142857
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,49,3,,81,68.85714286,74.5,16.42,32.4,22.15357143,1009.714286,3.718571429,192.7142857
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,50,3,,76.85714286,62.57142857,106.5,14.76,31.95,20.68571429,1008.428571,3.998571429,214.7142857
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,51,5,0.0167,89.14285714,65.71428571,68.82,15.87,32.54,24.46714286,1009.857143,2.998571429,173.7142857
2021,KAB BANTUL,Laporan-Analisa-SKDR_banguntapan.xlsx,banguntapan,PKM. BANGUNTAPAN I,-7.8292999,110.4113715,52,0,0.0166,57.42857143,56.57142857,56.39,14.76,32.3,22.70714286,1009.857143,4.937142857,222
2021,KAB SLEMAN,Laporan-Analisa-SKDR_berbah.xlsx,berbah,PKM. BERBAH,-7.8203224,110.42749,1,0,0.0202,,,,,,,,,
2021,KAB BANTUL,Laporan-Analisa-SKDR_dlingo.xlsx,dlingo,PKM. DLINGO II,-7.8802115,110.4500875,2,0,,70.42857143,61.28571429,239.47,23.86,32.72,26.69107143,1006.857143,3.751428571,191.5714286
2021,KAB BANTUL,Laporan-Analisa-SKDR_dlingo.xlsx,dlingo,PKM. DLINGO II,-7.8802115,110.4500875,3,0,0.0159,92.57142857,64,187.66,23.41,31.33,26.28857143,1007.571429,4.597142857,241.4285714
2021,KAB BANTUL,Laporan-Analisa-SKDR_dlingo.xlsx,dlingo,PKM. DLINGO II,-7.8802115,110.4500875,4,0,,78.71428571,59.71428571,187.15,23.79,31.73,26.74285714,1008,3.145714286,196.4285714
2021,KAB BANTUL,Laporan-Analisa-SKDR_dlingo.xlsx,dlingo,PKM. DLINGO II,-7.8802115,110.4500875,5,0,0.0198,80.85714286,65.57142857,131.4,23.37,32.04,26.15285714,1008,4.032857143,221.2857143
