Year,Region,Week,Cases,Latitude,Longitude,NDVI,Cloud_Cover,Humidity,Precipitation_Total,Temperature_Min,Temperature_Max,Temperature_Avg,Pressure,Wind_Speed,Wind_Direction
2025,KAB BANTUL,1,50,-7.902328,110.2862991,0.6574445447233394,100,84,55.84,23.86,25.68,25.31,1010,3.88,259
2025,KAB BANTUL,2,38,-7.902328,110.2862991,0.6926930179650093,100,91,13.94,23.37,25.5,24.88,1010,3.46,266
2025,KAB BANTUL,3,39,-7.902328,110.2862991,0.6598687204532669,93,69,8.01,24.15,29.63,29.11,1010,6.26,266
2025,KAB BANTUL,4,56,-7.902328,110.2862991,0.5868668826224708,88,69,11.07,24.32,29.98,29.95,1006,6.48,259
2025,KAB BANTUL,5,26,-7.902328,110.2862991,0.6214860469372256,96,71,0.75,24.36,29.68,29.57,1008,4.29,224
2025,KAB BANTUL,6,38,-7.902328,110.2862991,0.6858587198846147,99,57,33.75,23.97,32.27,32.27,1005,4.52,193
2025,KAB BANTUL,7,24,-7.902328,110.2862991,0.7233630260676639,73,67,0.21,24.85,30.39,30.39,1008,5.3,252
2025,KAB BANTUL,8,36,-7.902328,110.2862991,0.7445641162324775,100,66,12.46,24.17,30.78,30.57,1009,3.82,207
2025,KAB BANTUL,9,21,-7.902328,110.2862991,0.5798549258233583,67,64,18.2,23.82,31.94,31.19,1010,2.76,35
2025,KAB BANTUL,10,22,-7.902328,110.2862991,0.5382520576003675,50.5,70,0.79,24.35,30.45,30.22,1008,5.39,147
2025,KAB BANTUL,11,18,-7.902328,110.2862991,0.6867860731064273,100,62,5.94,22.89,31.17,31.17,1009,2.99,108
2025,KAB BANTUL,12,12,-7.902328,110.2862991,0.6412963086140424,100,89,23.01,23.48,25.82,24.68,1009,2.09,313
2025,KAB BANTUL,13,10,-7.902328,110.2862991,0.6331763556054769,100,66,11.25,24.37,30.43,30.18,1009,4.89,250
2025,KAB BANTUL,14,12,-7.902328,110.2862991,0.6510427267517886,100,69,0,27.37,33.57,30.34,1009,5.37,251
2025,KAB BANTUL,15,19,-7.902328,110.2862991,0.6907172368466017,48,62,0,25.42,32.64,31.09,1009,4.6,162
2025,KAB BANTUL,16,16,-7.902328,110.2862991,0.6798503014233043,100,90,3.69,25.4,30.69,27.58,1010,3.77,129
2025,KAB BANTUL,17,36,-7.902328,110.2862991,0.6397270619667396,58,69,0.16,26.92,33.63,30.73,1009,3.75,225
2025,KAB BANTUL,18,18,-7.902328,110.2862991,0.6553372531633992,1,60,0,25.18,31.58,31.44,1010,5.05,157
2025,KAB BANTUL,19,18,-7.902328,110.2862991,0.4487684300513196,47,58,0,26.15,33.96,32.6,1007,4.36,132
2025,KAB BANTUL,20,14,-7.902328,110.2862991,0.44144964516538643,88,66,3.55,26.39,33.81,31.53,1007,4.28,205
