Year,Region,Month,Cases,Latitude,Longitude,NDVI,Cloud_Cover,Humidity,Precipitation_Total,Temperature_Min,Temperature_Max,Temperature_Avg,Pressure,Wind_Speed,Wind_Direction
2021,KAB BANTUL,1,60,-7.902328,110.2862991,0.0209,90.0,66.75,28.209999999999997,24.505000000000003,30.1875,29.7475,1007.75,4.1575,235.5
2021,KAB BANTUL,2,29,-7.902328,110.2862991,0.0213,73.0,64.0,35.177499999999995,24.1925,31.04,30.625,1009.0,4.3025,213.5
2021,KAB BANTUL,3,51,-7.902328,110.2862991,0.0217,64.6,64.4,10.498000000000001,24.412,31.04,30.246,1008.6,4.24,223.0
2021,KAB BANTUL,4,52,-7.902328,110.2862991,0.021650000000000003,57.75,64.25,2.3575,24.189999999999998,30.56,30.4375,1009.5,4.109999999999999,172.5
2021,KAB BANTUL,5,51,-7.902328,110.2862991,0.020880000000000003,50.8,61.8,0.236,22.1,30.232,30.23,1009.0,5.14,153.0
2021,KAB BANTUL,6,47,-7.902328,110.2862991,0.0207,58.25,67.25,7.029999999999999,13.0575,29.697499999999998,29.697499999999998,1010.5,4.1975,165.5
2021,KAB BANTUL,7,26,-7.902328,110.2862991,0.0208,59.25,60.0,0.10250000000000001,17.4625,27.895,25.2175,1010.0,5.895,131.75
2021,KAB BANTUL,8,34,-7.902328,110.2862991,0.019219999999999998,60.8,65.4,0.20800000000000002,23.503999999999998,29.298000000000002,29.131999999999998,1010.6,6.590000000000001,150.2
2021,KAB BANTUL,9,60,-7.902328,110.2862991,0.01845,82.75,69.25,2.6925,23.7775,28.7425,28.15,1009.75,6.5475,151.75
2021,KAB BANTUL,10,49,-7.902328,110.2862991,0.01765,69.0,61.5,4.215000000000001,17.0775,29.775,27.6925,1009.75,5.7625,169.5
2021,KAB BANTUL,11,151,-7.902328,110.2862991,0.02166,97.0,74.8,14.122,19.686,28.169999999999998,25.438,1008.6,3.444,243.0
2021,KAB BANTUL,12,93,-7.902328,110.2862991,0.0201,86.5,67.5,6.465,19.0225,29.9375,27.634999999999998,1009.5,4.0675,222.75
2022,KAB BANTUL,1,150,-7.902328,110.2862991,0.021339999999999998,80.4,67.4,5.586,19.242,29.354000000000003,28.528000000000002,1009.0,4.34,234.8
2022,KAB BANTUL,2,66,-7.902328,110.2862991,0.0212,86.5,68.5,19.107499999999998,18.1875,29.3475,27.0875,1007.5,3.255,217.0
2022,KAB BANTUL,3,69,-7.902328,110.2862991,0.02345,74.5,68.75,4.327500000000001,24.03,31.17,31.0525,1008.25,4.1274999999999995,214.75
2022,KAB BANTUL,4,56,-7.902328,110.2862991,0.021249999999999998,70.25,67.25,2.875,24.3525,30.314999999999998,30.2325,1008.0,3.8425,178.25
2022,KAB BANTUL,5,112,-7.902328,110.2862991,0.02062,86.0,64.8,2.794,24.498,30.663999999999998,30.546000000000003,1008.2,3.142,171.8
2022,KAB BANTUL,6,85,-7.902328,110.2862991,0.0214,73.25,70.5,3.6175,23.9975,29.3575,29.1125,1009.5,4.55,164.25
2022,KAB BANTUL,7,127,-7.902328,110.2862991,0.020575,70.25,68.75,0.35500000000000004,23.255000000000003,28.4,28.235,1009.5,5.2825,146.75
2022,KAB BANTUL,8,138,-7.902328,110.2862991,0.02,91.0,69.2,2.9319999999999995,23.374000000000002,27.924,27.522000000000002,1010.0,5.186,156.2
2022,KAB BANTUL,9,82,-7.902328,110.2862991,0.019725,78.25,69.0,1.44,23.715,28.485,28.3025,1011.0,5.48,154.75
2022,KAB BANTUL,10,98,-7.902328,110.2862991,0.01876,94.2,70.0,5.0920000000000005,24.426,28.506,28.439999999999998,1010.2,4.382,182.8
2022,KAB BANTUL,11,81,-7.902328,110.2862991,0.0204,83.75,75.0,13.85,24.0425,28.64,28.1125,1009.0,4.4,191.25
2022,KAB BANTUL,12,63,-7.902328,110.2862991,0.0201,70.0,72.75,5.859999999999999,24.185000000000002,28.3725,28.1,1008.0,3.79,209.25
2023,KAB BANTUL,1,94,-7.902328,110.2862991,0.02098,68.4,69.4,6.478,24.082,29.363999999999997,28.986,1008.2,4.540000000000001,227.6
2023,KAB BANTUL,2,58,-7.902328,110.2862991,0.021075,69.25,68.5,21.895000000000003,23.8525,30.0625,29.27,1008.75,5.6274999999999995,269.75
2023,KAB BANTUL,3,37,-7.902328,110.2862991,0.021449999999999997,51.75,62.25,5.4225,24.21,30.59,30.567500000000003,1009.5,4.45,203.75
2023,KAB BANTUL,4,29,-7.902328,110.2862991,0.021075,66.0,66.5,3.135,23.91,30.155,29.915,1008.75,3.9724999999999997,211.0
2023,KAB BANTUL,5,28,-7.902328,110.2862991,0.020300000000000002,54.0,64.2,0.9339999999999999,23.56,29.663999999999998,29.610000000000003,1009.8,5.446,156.0
2023,KAB BANTUL,6,13,-7.902328,110.2862991,0.02035,53.0,67.0,0.052500000000000005,23.585,29.2225,29.162499999999998,1010.0,4.9375,170.0
2023,KAB BANTUL,7,54,-7.902328,110.2862991,0.01984,60.0,66.2,0.054000000000000006,22.528,27.996,27.774,1012.0,6.544,146.8
2023,KAB BANTUL,8,26,-7.902328,110.2862991,0.018375,36.5,59.5,0.0,21.1975,28.675,28.4325,1012.25,6.202500000000001,160.5
2023,KAB BANTUL,9,37,-7.902328,110.2862991,0.01725,42.25,55.5,0.0,21.0125,28.73,28.6925,1011.25,7.0925,160.0
2023,KAB BANTUL,10,46,-7.902328,110.2862991,0.01718,40.6,52.2,0.052000000000000005,22.634,31.584000000000003,31.560000000000002,1010.6,7.194,168.8
